REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
EUR,Monaco,32904,High,1,2,4,1,999,1,1,1,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,Yes,Yes,No,No,No,No,No,NA,NR,2,Yes,Yes,Yes,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,NR,Yes in most,Yes in most,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,NR,NR,NR,NR,NR,NR,NR,988,No,NR,NR,NR,NR,NR,NR,NR,988,NR,NR,NR,NR,988,988,988,988,988,988,NR,NR,NR,NR,NR,NR,988,988,988,988,NA,NR,NR,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Mongolia,2701117,Middle,3,2,4,4,999,4,2,4,Mongolian STEPS Survey on the Prevalence of Noncommunicable Disease Risk Factors,2006,National,15—64,Daily tobacco smoking,43.1,4.1,24.2,Current tobacco smoking,48.4,5.5,27.6,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,Yes,NA,5,1,Yes,Yes,Yes,Yes,Yes,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,Yes in some,Yes in some,Yes in some,No,NR,Yes,33,33,33,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,NR,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,33,33,33,No,999,No,No,No,Yes,Yes,Yes,NR,No,Yes,No,Yes,Yes,No,No,No,No,No,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,5,1160,MNT,1.82,0.92,12%,0%,2%,23%,12%,11%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,9,79900000.00,MNT,68540.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Montenegro,625516,Middle,2,3,1,3,999,5,3,1,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,No,No,No,No,NA,5,4,Yes,Yes,Yes,No,Yes,NR,NR,No,. . .,NR,NR,NR,NR,NR,No,No,No,No,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10,0.5,EUR,1.12,0.7,4%,26%,0%,45%,30%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,NR,NR,988,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Morocco,32381283,Middle,3,3,3,2,999,4,4,3,MARTA,2006,National,18+,Daily tobacco smoking,30.3,0.2,15.1,Daily cigarette smoking,27.4,0.2,13.6,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,1,5,Yes,No,Yes,No,No,NR,NR,No,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in some,Yes in some,No,No,Yes,966,966,966,Yes,1,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,966,966,966,No,999,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No,9,No,Yes,Yes,No,No,Yes,No,Yes,10,17.5,MAD,3.49,2.16,1%,50%,0%,66%,51%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,1,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Mozambique,23405670,Low,2,2,3,2,999,4,3,2,STEPS Survey Mozambique Report,2005,National,25 - 64,Daily tobacco smoking,32.1,5.6,16.7,Current tobacco smoking,36,6.4,18.7,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,Yes,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,Yes in some,Yes in some,Yes in some,No,Yes,28,30,25,No,999,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,28,30,25,No,999,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,6,No,Yes,Yes,Yes,Yes,Yes,NR,Yes,5,15,MZN,1.15,0.6,0%,34%,0%,48%,34%,15%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,No,999,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Myanmar,50495672,Low,3,3,3,2,999,5,4,3,"World Health Survey, Myanmar",2003,National,18+,Daily tobacco smoking,35.6,10.4,22.7,Current tobacco smoking,48.9,13.7,30.9,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,NA,3,3,Yes,No,Yes,No,No,NR,NR,No,No,NA,Yes,In a pharmacy without a prescription,Yes,In a pharmacy without a prescription,Yes in some,Yes in some,Yes in some,Yes in some,No,Yes,966,966,966,Yes,988,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,1050,MMK,2.47,NR,0%,75%,0%,75%,75%,0%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,3,5000000.00,MMK,928072.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Namibia,2212037,Middle,3,2,3,2,999,2,3,2,Demographic and Health Survey,2007,National,15 - 49,Current cigarette smoking,20.9,5.3,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,Yes,No,No,No,No,NA,NR,1,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,No,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,23,NAD,4.3,2.47,30%,0%,0%,43%,30%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,No,999,265000.00,NAD,32077.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Nauru,10254,Middle,2,2,3,2,999,2,3,3,Nauru Noncommunicable Diseases Risk Factors STEPS Report,2004,National,15 - 64,Daily tobacco smoking,45.5,50.8,48.2,Current tobacco smoking,49.7,56,52.9,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,Yes in some,Yes in most,No,NR,Yes,966,966,966,No,999,NR,NR,NR,NR,NR,NR,No,No,NR,NR,No,No,No,No,No,No,No,NR,988,988,988,NR,988,NR,NR,NR,NR,NR,NR,No,No,NR,NR,No,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,4.4,AUD,NR,3.05,0%,0%,41%,41%,0%,41%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,4,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Nepal,29852682,Low,3,2,3,2,999,2,2,3,Nepal Noncommunicable Disease Risk Factors Survey ,2008,National,15 - 64,Daily tobacco smoking,31.2,15.5,23.8,Current tobacco smoking,34.5,15.9,26.3,Current users of smokeless tobacco,31.2,4.6,18.6,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,Yes in some,No,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,Yes,No,No,No,No,No,No,10,No,No,No,No,No,No,No,No,999,65,NPR,2.55,0.84,13%,0%,0%,24%,13%,12%,NR,NR,5.00,NPR,0.20,0.06,20%,0%,0%,32%,NA,Yes,Yes,988,220000000.00,NPR,3153592.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Netherlands,16653346,High,4,3,3,3,999,4,4,3,"STIVORO, Annual National Report",2007,National,15+,Current tobacco smoking,31,25,28,. . .,. . .,. . .,. . .,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,No,NA,NR,3,Yes,Yes,No,Yes,Yes,NR,NR,Yes,Yes,In a pharmacy without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in most,Yes in most,NR,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,No,No,988,No,Yes,Yes,No,No,No,No,Yes,988,4.7368,EUR,5.4,6.59,37%,21%,0%,74%,58%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,988,16000000.00,EUR,23437213.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,New Zealand,4303457,High,3,5,5,5,999,4,4,4,New Zealand Health Survey,2007,National,15+,Daily tobacco smoking,19.3,17,18.1,Current tobacco smoking,21.1,18.8,19.9,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,10,8,Yes,Yes,No,No,Yes,NR,NR,Yes,Yes,In a general store without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in most,Yes in most,Yes in most,Yes in most,NR,Yes,60,30,90,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,966,966,966,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,10,No,Yes,Yes,Yes,Yes,No,No,Yes,10,10.2,NZD,6.45,5.9,58%,0%,0%,69%,58%,11%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,10,52000000.00,NZD,38216186.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Nicaragua,5822265,Middle,1,2,3,2,999,2,2,3,Encuesta Nicaragüense de Demografia y Salud,2001,National,15 - 49,Current tobacco smoking,988,5.3,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,No,No,No,No,No,No,No,NA,3,1,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy with a prescription,No,NA,No,NA,Yes in most,Yes in most,Yes in most,No,No,Yes,25,966,966,Yes,1,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,988,988,988,Yes,988,NR,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,999,NR,No,No,No,No,No,No,No,999,21,NIO,2.9,1.06,0%,7%,0%,20%,7%,13%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,1,NR,NA,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Niger,15891482,Low,2,3,3,3,999,5,2,3,Mesure des facteurs de risque des maladies non transmissibles au Niger (Approche Step wise de l'OMS),2007,National,15 - 64,Daily tobacco smoking,7.5,0.2,988,Current tobacco smoking,8.7,1,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,No,No,No,No,Yes,No,6,4,Yes,Yes,Yes,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,No,NR,Yes,30,30,30,Yes,1,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,30,30,30,Yes,1,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,9,No,Yes,Yes,Yes,Yes,Yes,No,Yes,5,500,XOF,2.11,1.06,0%,9%,0%,25%,9%,16%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,No,Yes,2,18000000.00,XOF,34125.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Nigeria,158258917,Middle,2,3,4,2,999,2,2,4,Demographic and Health Survey,2008,National,Males: 15 - 59 - Females: 15 - 49,Current cigarette smoking,9,0.2,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,No,Yes,Yes,No,No,Yes,NA,7,5,Yes,No,Yes,No,No,NR,NR,No,Yes,In a general store without a prescription,Yes,In a general store without a prescription,Yes,In a general store without a prescription,Yes in some,Yes in some,Yes in some,No,NR,Yes,966,966,966,Yes,2,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,966,966,966,Yes,3,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,999,Yes,No,No,No,No,No,No,No,999,180,NGN,2.35,1.36,0%,16%,0%,21%,16%,5%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,58,5500000.00,NGN,43717.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Niue,1438,Middle,1,2,4,2,999,2,5,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,No,NA,No,NA,No,NA,No,Yes in most,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,8,NZD,NR,4.63,0%,0%,52%,76%,0%,76%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,NR,NZD,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Norway,4855315,High,4,3,4,3,999,5,4,4,"Norwegian Tobacco Statistics 1973—2006, and update 2007",2007,National,16—74,Daily tobacco smoking,27,26,26,Occasional tobacco smoking,11,12,11,Daily users of smokeless tobacco,9,0.4,5,988,988,988,988,988,988,988,988,988,988,988,988,No,Yes,No,No,No,Yes,Yes,Yes,NA,10,4,Yes,Yes,Yes,No,No,NR,NR,Yes,Yes,In a general store without a prescription,Yes,In a pharmacy with a prescription,Yes,In a pharmacy with a prescription,Yes in some,Yes in some,Yes in some,Yes in some,No,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NR,Yes,Yes,Yes,No,No,Yes,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,NR,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,10,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10,71,NOK,7.14,10.14,53%,0%,0%,73%,53%,20%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,17,31392000.00,NOK,5565957.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Oman,2905114,High,2,2,3,2,999,2,3,3,Smoking in Oman: prevalence and characteristics of smokers,2000,National,20+,Current tobacco smoking,13.4,0.5,7,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,No,No,No,No,No,No,No,No,NA,NA,0,No,NA,NA,No,No,NR,NR,No,Yes,In a pharmacy without a prescription,No,NA,No,NA,No,No,No,No,Yes in some,Yes,966,966,966,No,999,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,966,966,966,No,999,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,0.6,OMR,1.83,1.56,0%,0%,33%,33%,0%,33%,NR,NR,NA,NA,NA,NA,999,999,999,999,NA,Yes,Yes,2,32000.00,OMR,83224.97,NA,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
