REGION,COUNTRY,Popn_2010,Inc_group_2010,M_Group,P_Group,O_Group,W_Group,W_MM_Group,E_Group,R_Group,NTCP_Group,Survey_title,Survey_year,Survey_national,Survey_age_grp,Smk_1_def,Smk_1_tob_use_M,Smk_1_tob_use_F,Smk_1_tob_use_B,Smk_2_def,Smk_2_tob_use_M,Smk_2_tob_use_F,Smk_2_tob_use_B,Smkless_def,Smkless_tob_use_M,Smkless_tob_use_F,Smkless_tob_use_B,Tobacco_M_Current,Tobacco_M_Daily,Tobacco_F_Current,Tobacco_F_Daily,Cigarettes_M_Current,Cigarettes_M_Daily,Cigarettes_F_Current,Cigarettes_F_Daily,Tobacco_B_Current,Tobacco_B_Daily,Cigarettes_B_Current,Cigarettes_B_Daily,P1,P2,P3,P4,P5,P6,P7,P8,P9,C2,P17,P11,P12,P13,P14,P15,P10,P16,O1,O2,O3,O6,O7,O9,O10,O12,O13,O14,O15,O16,W1A,W2A,W3A,W4A,W15A,W16A,W11A,W14A,W6A,W7A,W8A,W10A,W5A,W13A,W12A,W9A,W17A,W18A,W19A,W20A,W21A,W25A,W26A,W1C,W2C,W3C,W4C,W15C,W16C,W11C,W14C,W6C,W7C,W8C,W10C,W5C,W13C,W12C,W9C,W17C,W18C,W19C,W20C,W21C,W25C,W26C,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,E1,E2,E3,E4,E5,E6,E7,C3,E17,E9,E10,E11,E12,E13,E14,E15,C4,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,N1,N2,N3,N4,N5,N6,P1_N,P2_N,P3_N,P4_N,P5_N,P6_N,P7_N,P8_N,P9_N,C2_N,P17_N,P11_N,P12_N,P13_N,P14_N,P15_N,P10_N,P16_N,O3_N,W1A_N,W2A_N,W3A_N,W4A_N,W15A_N,W16A_N,W11A_N,W14A_N,W6A_N,W7A_N,W8A_N,W10A_N,W5A_N,W13A_N,W12A_N,W9A_N,W17A_N,W18A_N,W19A_N,W20A_N,W21A_N,W25A_N,W26A_N,W1C_N,W2C_N,W3C_N,W4C_N,W15C_N,W16C_N,W11C_N,W14C_N,W6C_N,W7C_N,W8C_N,W10C_N,W5C_N,W13C_N,W12C_N,W9C_N,W17C_N,W18C_N,W19C_N,W20C_N,W21C_N,W25C_N,W26C_N,MM_N,E1_N,E2_N,E3_N,E4_N,E5_N,E6_N,E7_N,C3_N,E17_N,E9_N,E10_N,E11_N,E12_N,E13_N,E14_N,E15_N,C4_N,R_N
EUR,Montenegro,625516,Middle,2,3,1,3,2,5,4,1,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,Yes,Yes,Yes,Yes,No,No,No,No,NA,4,4,Yes,Yes,Yes,No,Yes,No,NA,No,NR,NR,NR,NR,NR,NR,No,No,No,No,NR,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,Yes,Yes,Yes,No,10,No,Yes,Yes,Yes,Yes,Yes,No,Yes,9,0.65,EUR,1.43,0.85,15%,35%,0%,65%,50%,15%,1.43,0.88,NA,NA,NA,NA,999,999,999,999,Yes,NR,NR,988,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Morocco,32381283,Middle,4,3,3,2,5,4,1,3,MARTA,2006,National,18+,Daily tobacco smoking,30.3,0.2,15.1,Daily cigarette smoking,27.4,0.2,13.6,NR,988,988,988,33,30,2,2,28,25,2,2,18,16,15,14,Yes,Yes,Yes,Yes,Yes,No,No,No,NA,988,5,Yes,No,Yes,No,No,No,NA,No,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in some,Yes in some,No,No,Yes,966,966,966,Yes,1,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,988,No,Yes,Yes,No,No,Yes,No,Yes,988,17.50,MAD,3.44,2.06,988,988,988,988,988,988,3.44,1.87,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,1,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Mozambique,23405670,Low,2,2,3,2,2,4,4,2,STEPS Survey Mozambique Report,2005,National,25 - 64,Daily tobacco smoking,32.1,5.6,16.7,Current tobacco smoking,36,6.4,18.7,NR,988,988,988,18,13,2,1,16,12,1,977,10,7,9,6,No,No,No,No,No,No,No,No,NA,999,0,Yes,No,Yes,No,No,No,NA,No,No,NA,No,NA,No,NA,No,Yes in some,Yes in some,Yes in some,No,Yes,28,30,25,No,999,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,28,30,25,No,999,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,No,8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,7,15.00,MZN,1.04,0.41,16%,30%,0%,60%,46%,15%,1.04,0.9,NA,NA,NA,NA,999,999,999,999,Yes,Yes,No,999,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Myanmar,50495672,Low,4,3,3,2,3,5,3,3,Myanmar STEPS Survey,2009,National,15 - 64,Daily tobacco smoking,33.6,6.1,16.6,Current tobacco smoking,44.7,7.8,21.9,Current users of smokeless tobacco,51.4,16.1,29.6,40,31,8,6,35,26,5,4,24,18,20,15,Yes,Yes,Yes,No,No,No,No,No,NA,2,3,Yes,No,Yes,No,No,No,NA,No,No,NA,Yes,Pharmacy,Yes,Pharmacy,Yes in some,Yes in some,Yes in some,Yes in some,No,Yes,966,966,966,Yes,988,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,NR,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,650.00,MMK,1.37,NR,0%,50%,0%,50%,50%,0%,1.37,1.05,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,3,5000000.00,MMK,928072.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Namibia,2212037,Middle,4,5,3,2,2,4,3,2,Demographic and Health Survey,2007,National,15 - 49,Current cigarette smoking,20.9,5.3,988,NR,988,988,988,NR,988,988,988,30,24,9,7,28,21,8,6,20,15,18,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,988,8,Yes,Yes,Yes,Yes,Yes,No,NA,No,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,No,No,No,No,No,Yes,966,966,966,No,999,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,No,988,No,No,No,No,No,Yes,No,Yes,988,26.95,NAD,4.42,3.67,33%,0%,0%,46%,33%,13%,4.42,4.03,NA,NA,NA,NA,999,999,999,999,Yes,No,No,999,265000.00,NAD,32077.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Nauru,10254,Middle,1,5,3,2,1,4,3,3,Nauru Noncommunicable Diseases Risk Factors STEPS Report,2004,National,15 - 64,Daily tobacco smoking,45.5,50.8,48.2,Current tobacco smoking,49.7,56,52.9,NR,988,988,988,49,44,50,50,49,44,50,50,49,47,49,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,988,8,Yes,Yes,Yes,No,No,No,NA,No,No,NA,No,NA,No,NA,No,Yes in some,Yes in most,No,NR,Yes,13,0,25,Yes,6,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,7.5,0,15,Yes,6,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Yes,No,Yes,No,Yes,No,No,999,No,Yes,No,No,No,Yes,No,Yes,999,4.96,AUD,NR,4.46,0%,0%,42%,42%,0%,42%,NR,NR,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,4,NR,NR,NR,NA,NA,y,y,y,y,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,y,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAR,Nepal,29852682,Low,3,3,3,2,4,4,3,3,Nepal Noncommunicable Disease Risk Factors Survey ,2008,National,15 - 64,Daily tobacco smoking,31.2,15.5,23.8,Current tobacco smoking,34.5,15.9,26.3,Current users of smokeless tobacco,31.2,4.6,18.6,36,30,29,25,30,24,28,25,32,28,29,25,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,5,5,No,NA,NA,No,Yes,No,NA,No,No,NA,No,NA,No,NA,Yes in some,No,No,No,No,Yes,15,30,0,No,999,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,15,30,0,No,999,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,5,85.00,NPR,2.65,1.14,17%,0%,0%,29%,17%,12%,2.65,0.47,5.00,NPR,0.16,0.07,20%,0%,0%,32%,Yes,Yes,Yes,4,220000000.00,NPR,3153592.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Netherlands,16653346,High,4,3,4,3,5,4,4,3,The Dutch Continuous Survey,2009,National,15+,Daily tobacco smoking,22.4,20.7,988,Current tobacco smoking,29.5,25.9,988,NR,988,988,988,31,23,26,21,28,26,22,20,29,22,25,23,Yes,Yes,Yes,No,No,No,No,No,NA,8,3,Yes,Yes,No,Yes,Yes,No,NA,Yes,Yes,Pharmacy,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in most,Yes in most,NR,Yes in some,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,7,No,Yes,Yes,No,No,No,No,Yes,7,5.05,EUR,5.80,6.58,36%,21%,0%,73%,57%,16%,5.8,4.5,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,988,16000000.00,EUR,23437213.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,New Zealand,4303457,High,4,5,5,5,3,4,4,4,New Zealand Health Survey,2007,National,15+,Daily tobacco smoking,19.3,17,18.1,Current tobacco smoking,21.1,18.8,19.9,NR,988,988,988,27,21,24,19,27,21,24,19,25,20,25,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,7,8,Yes,Yes,No,No,Yes,No,NA,Yes,Yes,General store,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in most,Yes in most,Yes in most,Yes in most,Yes in some,Yes,60,30,90,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,966,966,966,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,10,No,Yes,Yes,Yes,Yes,No,No,Yes,10,11.30,NZD,6.95,8.19,61%,0%,0%,72%,61%,11%,6.95,6.03,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,10,52000000.00,NZD,38216186.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMR,Nicaragua,5822265,Middle,1,4,3,4,2,2,3,3,Encuesta Nicaragüense de Demografia y Salud,2001,National,15 - 49,Current tobacco smoking,988,5.3,988,NR,988,988,988,NR,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,988,6,Yes,No,No,Yes,Yes,No,NA,No,Yes,Pharmacy with Rx,No,NA,No,NA,Yes in most,Yes in most,Yes in most,No,No,Yes,50,50,50,Yes,6,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,50,50,50,Yes,6,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,No,Yes,No,No,999,No,Yes,No,No,No,No,No,No,999,27.95,NIO,3.55,1.30,16%,0%,0%,29%,16%,13%,3.55,2.73,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,1,NR,NR,NR,y,y,y,y,y,NA,NA,y,NA,NA,y,y,NA,NA,y,y,NA,NA,NA,y,y,y,y,y,y,y,l,y,y,y,y,NA,NA,NA,y,y,y,NA,NA,NA,NA,NA,y,y,y,y,y,y,y,l,y,y,y,y,NA,NA,NA,y,y,y,NA,NA,NA,NA,NA,NA,y,y,NA,NA,y,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Niger,15891482,Low,3,3,3,3,5,5,3,3,Mesure des facteurs de risque des maladies non transmissibles au Niger (Approche Step wise de l'OMS),2007,National,15 - 64,Daily tobacco smoking,7.5,0.2,988,Current tobacco smoking,8.7,1,988,NR,988,988,988,9,6,977,977,7,5,977,977,5,3,4,2,Yes,Yes,Yes,No,No,No,No,Yes,No,3,4,Yes,Yes,Yes,No,No,No,NA,No,Yes,Pharmacy,No,NA,No,NA,No,No,No,No,NR,Yes,30,30,30,Yes,1,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,30,30,30,Yes,1,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,5,500.00,XOF,1.96,0.99,0%,10%,0%,27%,10%,16%,1.96,0.78,NA,NA,NA,NA,999,999,999,999,No,No,Yes,2,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFR,Nigeria,158258917,Middle,2,3,4,2,2,2,2,4,Demographic and Health Survey,2008,National,Males: 15 - 59 - Females: 15 - 49,Current cigarette smoking,9,0.2,988,NR,988,988,988,NR,988,988,988,10,8,3,2,8,5,977,977,7,5,4,3,Yes,Yes,No,Yes,Yes,No,No,Yes,NA,7,5,Yes,No,Yes,No,No,Yes,No,No,Yes,General store,Yes,General store,Yes,General store,Yes in some,Yes in some,Yes in some,No,NR,Yes,966,966,966,Yes,2,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,966,966,966,Yes,3,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,Yes,No,No,No,No,No,No,No,999,250.00,NGN,3.02,1.69,0%,16%,0%,21%,16%,5%,3.02,2.42,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,58,5500000.00,NGN,43717.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WPR,Niue,1438,Middle,1,2,4,2,4,2,4,3,NR,2999,NA,NA,NA,999,999,999,NA,999,999,999,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,No,NA,No,Yes,NA,No,NA,No,NA,No,Yes in most,No,No,No,No,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,NR,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,10.00,NZD,NR,7.24,0%,0%,42%,63%,0%,63%,NR,NR,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,2,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EUR,Norway,4855315,High,4,3,4,4,2,5,4,4,Statistisk sentralbyrås Reise- og ferieundersøkelse,2009,National,16 - 74,Daily tobacco smoking,20,21,21,Current tobacco smoking,31,28,30,Current users of smokeless tobacco,17,5,10,31,20,28,19,31,20,28,19,30,20,30,20,No,Yes,No,No,No,Yes,Yes,Yes,NA,10,4,Yes,Yes,Yes,No,No,No,NA,Yes,Yes,General store,Yes,Pharmacy with Rx,Yes,Pharmacy with Rx,Yes in some,Yes in some,No,Yes in some,No,Yes,35,30,40,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,15,30,0,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,Yes,No,10,No,Yes,Yes,Yes,Yes,Yes,No,Yes,10,81.00,NOK,8.19,13.30,52%,0%,0%,72%,52%,20%,8.19,6.27,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,17,29500000.00,NOK, 4 880 874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Oman,2905114,High,2,2,3,2,2,2,3,3,Smoking in Oman: prevalence and characteristics of smokers,2000,National,20+,Current tobacco smoking,13.4,0.5,7,NR,988,988,988,NR,988,988,988,12,7,977,977,9,5,977,977,6,4,5,3,No,No,No,No,No,No,No,No,NA,999,0,No,NA,NA,No,No,Yes,No,No,Yes,Pharmacy,No,NA,No,NA,No,No,No,No,Yes in some,Yes,966,966,966,No,999,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,966,966,966,No,999,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,No,No,No,No,No,No,No,999,0.65,OMR,2.45,1.69,0%,0%,31%,31%,0%,31%,2.45,1.32,NA,NA,NA,NA,999,999,999,999,No,Yes,Yes,2,32000.00,OMR,83224.97,NA,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMR,Pakistan,184753300,Middle,1,5,3,4,2,2,4,4,"World Health Survey, Pakistan",2002—2003,National,18+,Daily tobacco smoking,27.3,4.4,15.9,Current tobacco smoking,32.4,5.7,19.1,NR,988,988,988,34,29,6,5,28,22,3,2,20,17,15,12,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,1,8,Yes,No,Yes,No,No,No,NA,No,Yes,Pharmacy,Yes,Pharmacy,Yes,Pharmacy,Yes in some,Yes in some,Yes in some,Yes in some,Yes in some,Yes,40,40,40,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,999,999,999,No,999,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,999,No,Yes,Yes,No,No,Yes,Yes,Yes,8,28.10,PKR,0.89,0.33,37%,11%,0%,62%,48%,15%,0.89,0.89,NA,NA,NA,NA,999,999,999,999,Yes,Yes,Yes,10,5500000.00,PKR,90552.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
